"","Home","Away","Bet","Outcome","Line","Matchup"
"1","BOS Celtics","PHI 76ers","Race to 30 Points - 1st Quarter","PHI 76ers","+340","BOS Celtics - PHI 76ers"
"2","BOS Celtics","PHI 76ers","Race to 30 Points - 1st Quarter","Neither","-105","BOS Celtics - PHI 76ers"
"3","BOS Celtics","PHI 76ers","Race to 30 Points - 1st Quarter","BOS Celtics","+195","BOS Celtics - PHI 76ers"
"4","BOS Celtics","PHI 76ers","Race to 5 Points - 3rd Quarter","PHI 76ers","+110","BOS Celtics - PHI 76ers"
"5","BOS Celtics","PHI 76ers","Race to 5 Points - 3rd Quarter","BOS Celtics","-135","BOS Celtics - PHI 76ers"
"6","BOS Celtics","PHI 76ers","Race to 15 Points - 1st Quarter","PHI 76ers","+115","BOS Celtics - PHI 76ers"
"7","BOS Celtics","PHI 76ers","Race to 15 Points - 1st Quarter","Neither","+9000","BOS Celtics - PHI 76ers"
"8","BOS Celtics","PHI 76ers","Race to 15 Points - 1st Quarter","BOS Celtics","-150","BOS Celtics - PHI 76ers"
"9","BOS Celtics","PHI 76ers","Race to 30 Points - 2nd Quarter","PHI 76ers","+330","BOS Celtics - PHI 76ers"
"10","BOS Celtics","PHI 76ers","Race to 30 Points - 2nd Quarter","Neither","-110","BOS Celtics - PHI 76ers"
"11","BOS Celtics","PHI 76ers","Race to 30 Points - 2nd Quarter","BOS Celtics","+210","BOS Celtics - PHI 76ers"
"12","BOS Celtics","PHI 76ers","Race to 15 Points - 3rd Quarter","PHI 76ers","+115","BOS Celtics - PHI 76ers"
"13","BOS Celtics","PHI 76ers","Race to 15 Points - 3rd Quarter","Neither","+9000","BOS Celtics - PHI 76ers"
"14","BOS Celtics","PHI 76ers","Race to 15 Points - 3rd Quarter","BOS Celtics","-145","BOS Celtics - PHI 76ers"
"15","BOS Celtics","PHI 76ers","Race to 20 Points - 1st Quarter","PHI 76ers","+120","BOS Celtics - PHI 76ers"
"16","BOS Celtics","PHI 76ers","Race to 20 Points - 1st Quarter","Neither","+4000","BOS Celtics - PHI 76ers"
"17","BOS Celtics","PHI 76ers","Race to 20 Points - 1st Quarter","BOS Celtics","-145","BOS Celtics - PHI 76ers"
"18","BOS Celtics","PHI 76ers","Race to 5 Points - 4th Quarter","PHI 76ers","+100","BOS Celtics - PHI 76ers"
"19","BOS Celtics","PHI 76ers","Race to 5 Points - 4th Quarter","BOS Celtics","-125","BOS Celtics - PHI 76ers"
"20","BOS Celtics","PHI 76ers","Race to 25 Points - 4th Quarter","PHI 76ers","+145","BOS Celtics - PHI 76ers"
"21","BOS Celtics","PHI 76ers","Race to 25 Points - 4th Quarter","Neither","+380","BOS Celtics - PHI 76ers"
