"","Home","Away","Bet","Outcome","Line","Matchup"
"1","LA Lakers","LA Clippers","Race to 5 Points - 3rd Quarter","LA Clippers","-120","LA Lakers - LA Clippers"
"2","LA Lakers","LA Clippers","Race to 5 Points - 3rd Quarter","LA Lakers","-105","LA Lakers - LA Clippers"
"3","LA Lakers","LA Clippers","Race to 20 Points - 1st Quarter","LA Clippers","-130","LA Lakers - LA Clippers"
"4","LA Lakers","LA Clippers","Race to 20 Points - 1st Quarter","Neither","+4500","LA Lakers - LA Clippers"
"5","LA Lakers","LA Clippers","Race to 20 Points - 1st Quarter","LA Lakers","+110","LA Lakers - LA Clippers"
"6","LA Lakers","LA Clippers","Race to 15 Points - 2nd Quarter","LA Clippers","-125","LA Lakers - LA Clippers"
"7","LA Lakers","LA Clippers","Race to 15 Points - 2nd Quarter","Neither","+9000","LA Lakers - LA Clippers"
"8","LA Lakers","LA Clippers","Race to 15 Points - 2nd Quarter","LA Lakers","+100","LA Lakers - LA Clippers"
"9","LA Lakers","LA Clippers","Race to 10 Points - 1st Quarter","LA Clippers","-130","LA Lakers - LA Clippers"
"10","LA Lakers","LA Clippers","Race to 10 Points - 1st Quarter","LA Lakers","+105","LA Lakers - LA Clippers"
"11","LA Lakers","LA Clippers","Race to 20 Points - 2nd Quarter","LA Clippers","-125","LA Lakers - LA Clippers"
"12","LA Lakers","LA Clippers","Race to 20 Points - 2nd Quarter","Neither","+4000","LA Lakers - LA Clippers"
"13","LA Lakers","LA Clippers","Race to 20 Points - 2nd Quarter","LA Lakers","+105","LA Lakers - LA Clippers"
"14","LA Lakers","LA Clippers","Race to 15 Points - 1st Quarter","LA Clippers","-130","LA Lakers - LA Clippers"
"15","LA Lakers","LA Clippers","Race to 15 Points - 1st Quarter","Neither","+9000","LA Lakers - LA Clippers"
"16","LA Lakers","LA Clippers","Race to 15 Points - 1st Quarter","LA Lakers","+105","LA Lakers - LA Clippers"
"17","LA Lakers","LA Clippers","Race to 25 Points - 1st Quarter","LA Clippers","+100","LA Lakers - LA Clippers"
"18","LA Lakers","LA Clippers","Race to 25 Points - 1st Quarter","Neither","+650","LA Lakers - LA Clippers"
"19","LA Lakers","LA Clippers","Race to 25 Points - 1st Quarter","LA Lakers","+130","LA Lakers - LA Clippers"
"20","LA Lakers","LA Clippers","Race to 15 Points - 4th Quarter","LA Clippers","-120","LA Lakers - LA Clippers"
