"","Home","Away","Bet","Outcome","Line","Matchup"
"1","NY Knicks","PHI 76ers","Race to 10 Points - 1st Quarter","PHI 76ers","-125","NY Knicks - PHI 76ers"
"2","NY Knicks","PHI 76ers","Race to 10 Points - 1st Quarter","NY Knicks","+100","NY Knicks - PHI 76ers"
"3","NY Knicks","PHI 76ers","Race to 25 Points - 1st Quarter","PHI 76ers","-105","NY Knicks - PHI 76ers"
"4","NY Knicks","PHI 76ers","Race to 25 Points - 1st Quarter","Neither","+700","NY Knicks - PHI 76ers"
"5","NY Knicks","PHI 76ers","Race to 25 Points - 1st Quarter","NY Knicks","+125","NY Knicks - PHI 76ers"
"6","NY Knicks","PHI 76ers","Race to 25 Points - 2nd Quarter","PHI 76ers","+100","NY Knicks - PHI 76ers"
"7","NY Knicks","PHI 76ers","Race to 25 Points - 2nd Quarter","Neither","+650","NY Knicks - PHI 76ers"
"8","NY Knicks","PHI 76ers","Race to 25 Points - 2nd Quarter","NY Knicks","+125","NY Knicks - PHI 76ers"
"9","NY Knicks","PHI 76ers","Race to 10 Points - 4th Quarter","PHI 76ers","-125","NY Knicks - PHI 76ers"
"10","NY Knicks","PHI 76ers","Race to 10 Points - 4th Quarter","NY Knicks","+100","NY Knicks - PHI 76ers"
"11","NY Knicks","PHI 76ers","Race to 15 Points - 1st Quarter","PHI 76ers","-125","NY Knicks - PHI 76ers"
"12","NY Knicks","PHI 76ers","Race to 15 Points - 1st Quarter","Neither","+9000","NY Knicks - PHI 76ers"
"13","NY Knicks","PHI 76ers","Race to 15 Points - 1st Quarter","NY Knicks","+100","NY Knicks - PHI 76ers"
"14","NY Knicks","PHI 76ers","Race to 5 Points - 3rd Quarter","PHI 76ers","-120","NY Knicks - PHI 76ers"
"15","NY Knicks","PHI 76ers","Race to 5 Points - 3rd Quarter","NY Knicks","-105","NY Knicks - PHI 76ers"
"16","NY Knicks","PHI 76ers","Race to 10 Points - 3rd Quarter","PHI 76ers","-130","NY Knicks - PHI 76ers"
"17","NY Knicks","PHI 76ers","Race to 10 Points - 3rd Quarter","NY Knicks","+100","NY Knicks - PHI 76ers"
"18","NY Knicks","PHI 76ers","Race to 25 Points - 3rd Quarter","PHI 76ers","+100","NY Knicks - PHI 76ers"
"19","NY Knicks","PHI 76ers","Race to 25 Points - 3rd Quarter","Neither","+550","NY Knicks - PHI 76ers"
"20","NY Knicks","PHI 76ers","Race to 25 Points - 3rd Quarter","NY Knicks","+135","NY Knicks - PHI 76ers"
"21","NY Knicks","PHI 76ers","Race to 30 Points - 1st Quarter","PHI 76ers","+185","NY Knicks - PHI 76ers"
"22","NY Knicks","PHI 76ers","Race to 30 Points - 1st Quarter","Neither","+130","NY Knicks - PHI 76ers"
"23","NY Knicks","PHI 76ers","Race to 30 Points - 1st Quarter","NY Knicks","+235","NY Knicks - PHI 76ers"
"24","NY Knicks","PHI 76ers","Race to 10 Points - 2nd Quarter","PHI 76ers","-120","NY Knicks - PHI 76ers"
"25","NY Knicks","PHI 76ers","Race to 10 Points - 2nd Quarter","NY Knicks","-105","NY Knicks - PHI 76ers"
"26","NY Knicks","PHI 76ers","Race to 15 Points - 3rd Quarter","PHI 76ers","-125","NY Knicks - PHI 76ers"
"27","NY Knicks","PHI 76ers","Race to 15 Points - 3rd Quarter","Neither","+9000","NY Knicks - PHI 76ers"
"28","NY Knicks","PHI 76ers","Race to 15 Points - 3rd Quarter","NY Knicks","+100","NY Knicks - PHI 76ers"
"29","NY Knicks","PHI 76ers","Race to 20 Points - 2nd Quarter","PHI 76ers","-120","NY Knicks - PHI 76ers"
"30","NY Knicks","PHI 76ers","Race to 20 Points - 2nd Quarter","Neither","+4500","NY Knicks - PHI 76ers"
"31","NY Knicks","PHI 76ers","Race to 20 Points - 2nd Quarter","NY Knicks","+100","NY Knicks - PHI 76ers"
"32","NY Knicks","PHI 76ers","Race to 30 Points - 4th Quarter","PHI 76ers","+245","NY Knicks - PHI 76ers"
"33","NY Knicks","PHI 76ers","Race to 30 Points - 4th Quarter","Neither","-105","NY Knicks - PHI 76ers"
"34","NY Knicks","PHI 76ers","Race to 30 Points - 4th Quarter","NY Knicks","+265","NY Knicks - PHI 76ers"
"35","NY Knicks","PHI 76ers","Race to 20 Points - 4th Quarter","PHI 76ers","-120","NY Knicks - PHI 76ers"
"36","NY Knicks","PHI 76ers","Race to 20 Points - 4th Quarter","Neither","+3000","NY Knicks - PHI 76ers"
"37","NY Knicks","PHI 76ers","Race to 20 Points - 4th Quarter","NY Knicks","+105","NY Knicks - PHI 76ers"
"38","NY Knicks","PHI 76ers","Race to 20 Points - 1st Quarter","PHI 76ers","-125","NY Knicks - PHI 76ers"
"39","NY Knicks","PHI 76ers","Race to 20 Points - 1st Quarter","Neither","+4500","NY Knicks - PHI 76ers"
"40","NY Knicks","PHI 76ers","Race to 20 Points - 1st Quarter","NY Knicks","+105","NY Knicks - PHI 76ers"
"41","NY Knicks","PHI 76ers","Race to 30 Points - 3rd Quarter","PHI 76ers","+210","NY Knicks - PHI 76ers"
"42","NY Knicks","PHI 76ers","Race to 30 Points - 3rd Quarter","Neither","+105","NY Knicks - PHI 76ers"
"43","NY Knicks","PHI 76ers","Race to 30 Points - 3rd Quarter","NY Knicks","+275","NY Knicks - PHI 76ers"
"44","NY Knicks","PHI 76ers","Race to 20 Points - 3rd Quarter","PHI 76ers","-125","NY Knicks - PHI 76ers"
"45","NY Knicks","PHI 76ers","Race to 20 Points - 3rd Quarter","Neither","+4000","NY Knicks - PHI 76ers"
"46","NY Knicks","PHI 76ers","Race to 20 Points - 3rd Quarter","NY Knicks","+105","NY Knicks - PHI 76ers"
"47","NY Knicks","PHI 76ers","Race to 5 Points - 2nd Quarter","PHI 76ers","-115","NY Knicks - PHI 76ers"
"48","NY Knicks","PHI 76ers","Race to 5 Points - 2nd Quarter","NY Knicks","-110","NY Knicks - PHI 76ers"
"49","NY Knicks","PHI 76ers","Race to 15 Points - 2nd Quarter","PHI 76ers","-125","NY Knicks - PHI 76ers"
"50","NY Knicks","PHI 76ers","Race to 15 Points - 2nd Quarter","Neither","+10000","NY Knicks - PHI 76ers"
"51","NY Knicks","PHI 76ers","Race to 15 Points - 2nd Quarter","NY Knicks","+100","NY Knicks - PHI 76ers"
"52","NY Knicks","PHI 76ers","Race to 5 Points - 1st Quarter","PHI 76ers","-120","NY Knicks - PHI 76ers"
"53","NY Knicks","PHI 76ers","Race to 5 Points - 1st Quarter","NY Knicks","-105","NY Knicks - PHI 76ers"
"54","NY Knicks","PHI 76ers","Race to 30 Points - 2nd Quarter","PHI 76ers","+190","NY Knicks - PHI 76ers"
"55","NY Knicks","PHI 76ers","Race to 30 Points - 2nd Quarter","Neither","+120","NY Knicks - PHI 76ers"
"56","NY Knicks","PHI 76ers","Race to 30 Points - 2nd Quarter","NY Knicks","+250","NY Knicks - PHI 76ers"
"57","NY Knicks","PHI 76ers","Race to 25 Points - 4th Quarter","PHI 76ers","+110","NY Knicks - PHI 76ers"
"58","NY Knicks","PHI 76ers","Race to 25 Points - 4th Quarter","Neither","+450","NY Knicks - PHI 76ers"
"59","NY Knicks","PHI 76ers","Race to 25 Points - 4th Quarter","NY Knicks","+135","NY Knicks - PHI 76ers"
"60","NY Knicks","PHI 76ers","Race to 15 Points - 4th Quarter","PHI 76ers","-125","NY Knicks - PHI 76ers"
"61","NY Knicks","PHI 76ers","Race to 15 Points - 4th Quarter","Neither","+9000","NY Knicks - PHI 76ers"
"62","NY Knicks","PHI 76ers","Race to 15 Points - 4th Quarter","NY Knicks","+100","NY Knicks - PHI 76ers"
"63","NY Knicks","PHI 76ers","Race to 5 Points - 4th Quarter","PHI 76ers","-120","NY Knicks - PHI 76ers"
"64","NY Knicks","PHI 76ers","Race to 5 Points - 4th Quarter","NY Knicks","-105","NY Knicks - PHI 76ers"
"65","LA Lakers","LA Clippers","Race to 5 Points - 2nd Quarter","LA Clippers","-130","LA Lakers - LA Clippers"
"66","LA Lakers","LA Clippers","Race to 5 Points - 2nd Quarter","LA Lakers","+100","LA Lakers - LA Clippers"
"67","LA Lakers","LA Clippers","Race to 15 Points - 3rd Quarter","LA Clippers","-125","LA Lakers - LA Clippers"
"68","LA Lakers","LA Clippers","Race to 15 Points - 3rd Quarter","Neither","+9000","LA Lakers - LA Clippers"
"69","LA Lakers","LA Clippers","Race to 15 Points - 3rd Quarter","LA Lakers","+100","LA Lakers - LA Clippers"
"70","LA Lakers","LA Clippers","Race to 5 Points - 3rd Quarter","LA Clippers","-120","LA Lakers - LA Clippers"
"71","LA Lakers","LA Clippers","Race to 5 Points - 3rd Quarter","LA Lakers","-105","LA Lakers - LA Clippers"
"72","LA Lakers","LA Clippers","Race to 25 Points - 2nd Quarter","LA Clippers","-105","LA Lakers - LA Clippers"
"73","LA Lakers","LA Clippers","Race to 25 Points - 2nd Quarter","Neither","+650","LA Lakers - LA Clippers"
"74","LA Lakers","LA Clippers","Race to 25 Points - 2nd Quarter","LA Lakers","+135","LA Lakers - LA Clippers"
"75","LA Lakers","LA Clippers","Race to 20 Points - 2nd Quarter","LA Clippers","-125","LA Lakers - LA Clippers"
"76","LA Lakers","LA Clippers","Race to 20 Points - 2nd Quarter","Neither","+4000","LA Lakers - LA Clippers"
"77","LA Lakers","LA Clippers","Race to 20 Points - 2nd Quarter","LA Lakers","+105","LA Lakers - LA Clippers"
"78","LA Lakers","LA Clippers","Race to 5 Points - 4th Quarter","LA Clippers","-125","LA Lakers - LA Clippers"
"79","LA Lakers","LA Clippers","Race to 5 Points - 4th Quarter","LA Lakers","+100","LA Lakers - LA Clippers"
"80","LA Lakers","LA Clippers","Race to 10 Points - 4th Quarter","LA Clippers","-125","LA Lakers - LA Clippers"
"81","LA Lakers","LA Clippers","Race to 10 Points - 4th Quarter","LA Lakers","+100","LA Lakers - LA Clippers"
"82","LA Lakers","LA Clippers","Race to 5 Points - 1st Quarter","LA Clippers","-125","LA Lakers - LA Clippers"
"83","LA Lakers","LA Clippers","Race to 5 Points - 1st Quarter","LA Lakers","+100","LA Lakers - LA Clippers"
"84","LA Lakers","LA Clippers","Race to 20 Points - 4th Quarter","LA Clippers","-120","LA Lakers - LA Clippers"
"85","LA Lakers","LA Clippers","Race to 20 Points - 4th Quarter","Neither","+3000","LA Lakers - LA Clippers"
"86","LA Lakers","LA Clippers","Race to 20 Points - 4th Quarter","LA Lakers","+105","LA Lakers - LA Clippers"
"87","LA Lakers","LA Clippers","Race to 10 Points - 3rd Quarter","LA Clippers","-120","LA Lakers - LA Clippers"
"88","LA Lakers","LA Clippers","Race to 10 Points - 3rd Quarter","LA Lakers","-105","LA Lakers - LA Clippers"
"89","LA Lakers","LA Clippers","Race to 25 Points - 3rd Quarter","LA Clippers","+110","LA Lakers - LA Clippers"
"90","LA Lakers","LA Clippers","Race to 25 Points - 3rd Quarter","Neither","+550","LA Lakers - LA Clippers"
"91","LA Lakers","LA Clippers","Race to 25 Points - 3rd Quarter","LA Lakers","+130","LA Lakers - LA Clippers"
"92","LA Lakers","LA Clippers","Race to 30 Points - 1st Quarter","LA Clippers","+175","LA Lakers - LA Clippers"
"93","LA Lakers","LA Clippers","Race to 30 Points - 1st Quarter","Neither","+125","LA Lakers - LA Clippers"
"94","LA Lakers","LA Clippers","Race to 30 Points - 1st Quarter","LA Lakers","+255","LA Lakers - LA Clippers"
"95","LA Lakers","LA Clippers","Race to 25 Points - 4th Quarter","LA Clippers","+110","LA Lakers - LA Clippers"
"96","LA Lakers","LA Clippers","Race to 25 Points - 4th Quarter","Neither","+500","LA Lakers - LA Clippers"
"97","LA Lakers","LA Clippers","Race to 25 Points - 4th Quarter","LA Lakers","+135","LA Lakers - LA Clippers"
"98","LA Lakers","LA Clippers","Race to 10 Points - 1st Quarter","LA Clippers","-130","LA Lakers - LA Clippers"
"99","LA Lakers","LA Clippers","Race to 10 Points - 1st Quarter","LA Lakers","+105","LA Lakers - LA Clippers"
"100","LA Lakers","LA Clippers","Race to 25 Points - 1st Quarter","LA Clippers","-105","LA Lakers - LA Clippers"
"101","LA Lakers","LA Clippers","Race to 25 Points - 1st Quarter","Neither","+650","LA Lakers - LA Clippers"
"102","LA Lakers","LA Clippers","Race to 25 Points - 1st Quarter","LA Lakers","+135","LA Lakers - LA Clippers"
"103","LA Lakers","LA Clippers","Race to 20 Points - 3rd Quarter","LA Clippers","-120","LA Lakers - LA Clippers"
